gqm_ref,framework,standard_id,standard_title,evidence_kind,goal_statement,status
GQM-ISO-085,ISO27001:2022,A.8.26,Application Security Requirements,SecureDevelopmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.26 - Application Security Requirements within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-086,ISO27001:2022,A.8.27,Secure System Architecture and Engineering Principles,SecureDevelopmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.27 - Secure System Architecture and Engineering Principles within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-087,ISO27001:2022,A.8.28,Secure Coding,SecureDevelopmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.28 - Secure Coding within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-088,ISO27001:2022,A.8.29,Security Testing in Development and Acceptance,SecureDevelopmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.29 - Security Testing in Development and Acceptance within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-062,ISO27001:2022,A.8.3,Information Access Restriction,IdentityAccessEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.3 - Information Access Restriction within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-089,ISO27001:2022,A.8.30,Outsourced Development,SecureDevelopmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.30 - Outsourced Development within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-090,ISO27001:2022,A.8.31,"Separation of Development, Test and Production Environments",SecureDevelopmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.31 - Separation of Development, Test and Production Environments within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-091,ISO27001:2022,A.8.32,Change Management,PlatformConfigurationEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.32 - Change Management within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-092,ISO27001:2022,A.8.33,Test Information,PrivacyDataProtectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.33 - Test Information within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-093,ISO27001:2022,A.8.34,Protection of Information Systems During Audit Testing,ComplianceAuditEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.34 - Protection of Information Systems During Audit Testing within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-063,ISO27001:2022,A.8.4,Access to Source Code,IdentityAccessEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.4 - Access to Source Code within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-064,ISO27001:2022,A.8.5,Secure Authentication,IdentityAccessEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.5 - Secure Authentication within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-065,ISO27001:2022,A.8.6,Capacity Management,ContinuityResilienceEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.6 - Capacity Management within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-066,ISO27001:2022,A.8.7,Protection Against Malware,PlatformConfigurationEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.7 - Protection Against Malware within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-067,ISO27001:2022,A.8.8,Management of Technical Vulnerabilities,RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.8 - Management of Technical Vulnerabilities within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-068,ISO27001:2022,A.8.9,Configuration Management,PlatformConfigurationEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of ISO27001:2022 A.8.9 - Configuration Management within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-080,NIST-CSF-2.0,DE.AE-02,Potentially adverse events are analyzed to better understand associated activities,MonitoringDetectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 DE.AE-02 - Potentially adverse events are analyzed to better understand associated activities within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-081,NIST-CSF-2.0,DE.AE-03,Information is correlated from multiple sources,MonitoringDetectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 DE.AE-03 - Information is correlated from multiple sources within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-082,NIST-CSF-2.0,DE.AE-04,The estimated impact and scope of adverse events are understood,MonitoringDetectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 DE.AE-04 - The estimated impact and scope of adverse events are understood within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-083,NIST-CSF-2.0,DE.AE-06,Information on adverse events is provided to authorized staff and tools,MonitoringDetectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 DE.AE-06 - Information on adverse events is provided to authorized staff and tools within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-084,NIST-CSF-2.0,DE.AE-07,Cyber threat intelligence and other contextual information are integrated into the analysis,MonitoringDetectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 DE.AE-07 - Cyber threat intelligence and other contextual information are integrated into the analysis within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-085,NIST-CSF-2.0,DE.AE-08,Incidents are declared when adverse events meet the defined incident criteria,IncidentResponseEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 DE.AE-08 - Incidents are declared when adverse events meet the defined incident criteria within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-075,NIST-CSF-2.0,DE.CM-01,Networks and network services are monitored to find potentially adverse events,MonitoringDetectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 DE.CM-01 - Networks and network services are monitored to find potentially adverse events within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-076,NIST-CSF-2.0,DE.CM-02,The physical environment is monitored to find potentially adverse events,MonitoringDetectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 DE.CM-02 - The physical environment is monitored to find potentially adverse events within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-077,NIST-CSF-2.0,DE.CM-03,Personnel activity and technology usage are monitored to find potentially adverse events,MonitoringDetectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 DE.CM-03 - Personnel activity and technology usage are monitored to find potentially adverse events within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-078,NIST-CSF-2.0,DE.CM-06,External service provider activities and services are monitored to find potentially adverse events,MonitoringDetectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 DE.CM-06 - External service provider activities and services are monitored to find potentially adverse events within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-079,NIST-CSF-2.0,DE.CM-09,"Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events",MonitoringDetectionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 DE.CM-09 - Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-001,NIST-CSF-2.0,GV.OC-01,The organizational mission is understood and informs cybersecurity risk management,GovernanceDecisionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.OC-01 - The organizational mission is understood and informs cybersecurity risk management within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-002,NIST-CSF-2.0,GV.OC-02,"Internal and external stakeholders are understood, and their needs and expectations regarding cybersecurity risk management are understood and considered",GovernanceDecisionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.OC-02 - Internal and external stakeholders are understood, and their needs and expectations regarding cybersecurity risk management are understood and considered within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-003,NIST-CSF-2.0,GV.OC-03,"Legal, regulatory, and contractual requirements regarding cybersecurity - including privacy and civil liberties obligations - are understood and managed",GovernanceDecisionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.OC-03 - Legal, regulatory, and contractual requirements regarding cybersecurity - including privacy and civil liberties obligations - are understood and managed within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-004,NIST-CSF-2.0,GV.OC-04,"Critical objectives, capabilities, and services that external stakeholders depend on or expect from the organization are understood and communicated",GovernanceDecisionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.OC-04 - Critical objectives, capabilities, and services that external stakeholders depend on or expect from the organization are understood and communicated within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-005,NIST-CSF-2.0,GV.OC-05,"Outcomes, capabilities, and services that the organization depends on are understood and communicated",GovernanceDecisionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.OC-05 - Outcomes, capabilities, and services that the organization depends on are understood and communicated within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-019,NIST-CSF-2.0,GV.OV-01,Cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and direction,ComplianceAuditEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.OV-01 - Cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and direction within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-020,NIST-CSF-2.0,GV.OV-02,The cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks,ComplianceAuditEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.OV-02 - The cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-021,NIST-CSF-2.0,GV.OV-03,Organizational cybersecurity risk management performance is evaluated and reviewed for adjustments needed,ComplianceAuditEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.OV-03 - Organizational cybersecurity risk management performance is evaluated and reviewed for adjustments needed within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-017,NIST-CSF-2.0,GV.PO-01,"Policy for managing cybersecurity risks is established based on organizational context, cybersecurity strategy, and priorities and is communicated and enforced",PolicyProcedureEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.PO-01 - Policy for managing cybersecurity risks is established based on organizational context, cybersecurity strategy, and priorities and is communicated and enforced within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-018,NIST-CSF-2.0,GV.PO-02,"Policy for managing cybersecurity risks is reviewed, updated, communicated, and enforced to reflect changes in requirements, threats, technology, and organizational mission",PolicyProcedureEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.PO-02 - Policy for managing cybersecurity risks is reviewed, updated, communicated, and enforced to reflect changes in requirements, threats, technology, and organizational mission within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-006,NIST-CSF-2.0,GV.RM-01,Risk management objectives are established and agreed to by organizational stakeholders,RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.RM-01 - Risk management objectives are established and agreed to by organizational stakeholders within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-007,NIST-CSF-2.0,GV.RM-02,"Risk appetite and risk tolerance statements are established, communicated, and maintained",RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.RM-02 - Risk appetite and risk tolerance statements are established, communicated, and maintained within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-008,NIST-CSF-2.0,GV.RM-03,Cybersecurity risk management activities and outcomes are included in enterprise risk management processes,RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.RM-03 - Cybersecurity risk management activities and outcomes are included in enterprise risk management processes within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-009,NIST-CSF-2.0,GV.RM-04,Strategic direction that describes appropriate risk response options is established and communicated,RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.RM-04 - Strategic direction that describes appropriate risk response options is established and communicated within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-010,NIST-CSF-2.0,GV.RM-05,"Lines of communication across the organization are established for cybersecurity risks, including risks from suppliers and other third parties",RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.RM-05 - Lines of communication across the organization are established for cybersecurity risks, including risks from suppliers and other third parties within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-011,NIST-CSF-2.0,GV.RM-06,"A standardized method for calculating, documenting, categorizing, and prioritizing cybersecurity risks is established and communicated",RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.RM-06 - A standardized method for calculating, documenting, categorizing, and prioritizing cybersecurity risks is established and communicated within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-012,NIST-CSF-2.0,GV.RM-07,"Strategic opportunities (i.e., positive risks) are characterized and are included in organizational cybersecurity risk discussions",RiskAssessmentEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.RM-07 - Strategic opportunities (i.e., positive risks) are characterized and are included in organizational cybersecurity risk discussions within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-013,NIST-CSF-2.0,GV.RR-01,"Organizational leadership is responsible and accountable for cybersecurity risk and fosters a culture that is risk-aware, ethical, and continually improving",GovernanceDecisionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.RR-01 - Organizational leadership is responsible and accountable for cybersecurity risk and fosters a culture that is risk-aware, ethical, and continually improving within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-014,NIST-CSF-2.0,GV.RR-02,"Roles, responsibilities, and authorities related to cybersecurity risk management are established, communicated, understood, and enforced",GovernanceDecisionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.RR-02 - Roles, responsibilities, and authorities related to cybersecurity risk management are established, communicated, understood, and enforced within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-015,NIST-CSF-2.0,GV.RR-03,"Adequate resources are allocated commensurate with the cybersecurity risk strategy, roles, responsibilities, and policies",GovernanceDecisionEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.RR-03 - Adequate resources are allocated commensurate with the cybersecurity risk strategy, roles, responsibilities, and policies within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-016,NIST-CSF-2.0,GV.RR-04,Cybersecurity is included in human resources practices,PersonnelSecurityEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.RR-04 - Cybersecurity is included in human resources practices within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-022,NIST-CSF-2.0,GV.SC-01,"A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders",SupplierThirdPartyEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.SC-01 - A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-023,NIST-CSF-2.0,GV.SC-02,"Cybersecurity roles and responsibilities for suppliers, customers, and partners are established, communicated, and coordinated internally and externally",SupplierThirdPartyEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.SC-02 - Cybersecurity roles and responsibilities for suppliers, customers, and partners are established, communicated, and coordinated internally and externally within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-024,NIST-CSF-2.0,GV.SC-03,"Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management, risk assessment, and improvement processes",SupplierThirdPartyEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.SC-03 - Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management, risk assessment, and improvement processes within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-025,NIST-CSF-2.0,GV.SC-04,Suppliers are known and prioritized by criticality,SupplierThirdPartyEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.SC-04 - Suppliers are known and prioritized by criticality within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-026,NIST-CSF-2.0,GV.SC-05,"Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties",SupplierThirdPartyEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.SC-05 - Requirements to address cybersecurity risks in supply chains are established, prioritized, and integrated into contracts and other types of agreements with suppliers and other relevant third parties within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-027,NIST-CSF-2.0,GV.SC-06,Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships,SupplierThirdPartyEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.SC-06 - Planning and due diligence are performed to reduce risks before entering into formal supplier or other third-party relationships within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-028,NIST-CSF-2.0,GV.SC-07,"The risks posed by a supplier, their products and services, and other third parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship",SupplierThirdPartyEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.SC-07 - The risks posed by a supplier, their products and services, and other third parties are understood, recorded, prioritized, assessed, responded to, and monitored over the course of the relationship within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-029,NIST-CSF-2.0,GV.SC-08,"Relevant suppliers and other third parties are included in incident planning, response, and recovery activities",SupplierThirdPartyEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.SC-08 - Relevant suppliers and other third parties are included in incident planning, response, and recovery activities within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-030,NIST-CSF-2.0,GV.SC-09,"Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle",SupplierThirdPartyEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.SC-09 - Supply chain security practices are integrated into cybersecurity and enterprise risk management programs, and their performance is monitored throughout the technology product and service life cycle within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-031,NIST-CSF-2.0,GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,SupplierThirdPartyEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 GV.SC-10 - Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-032,NIST-CSF-2.0,ID.AM-01,Inventories of hardware managed by the organization are maintained,AssetInventoryEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.AM-01 - Inventories of hardware managed by the organization are maintained within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-033,NIST-CSF-2.0,ID.AM-02,"Inventories of software, services, and systems managed by the organization are maintained",AssetInventoryEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.AM-02 - Inventories of software, services, and systems managed by the organization are maintained within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-034,NIST-CSF-2.0,ID.AM-03,Representations of the organization's authorized network communication and internal and external network data flows are maintained,AssetInventoryEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.AM-03 - Representations of the organization's authorized network communication and internal and external network data flows are maintained within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-035,NIST-CSF-2.0,ID.AM-04,Inventories of services provided by suppliers are maintained,AssetInventoryEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.AM-04 - Inventories of services provided by suppliers are maintained within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-036,NIST-CSF-2.0,ID.AM-05,"Assets are prioritized based on classification, criticality, resources, and impact on the mission",AssetInventoryEvidence,"Assess whether traceable, provenance-supported evidence demonstrates the implementation or satisfaction of NIST-CSF-2.0 ID.AM-05 - Assets are prioritized based on classification, criticality, resources, and impact on the mission within the declared R1 evidence scope, while keeping quantitative measurement claims limited to metrics with a direct semantic role.",R1_FINAL_POST_ADJUDICATION_MAPPING
