event_type,event_label,family_7class,victim_device,victim_source
mirai-udpplain,Mirai-udpplain,Mirai,Rbcior Camera,official_victims_pdf
mirai-udpplain,Mirai-udpplain,Mirai,Ring Base Station,official_victims_pdf
mirai-udpplain,Mirai-udpplain,Mirai,SIMCAM 1S (AMPAKTec),official_victims_pdf
mirai-udpplain,Mirai-udpplain,Mirai,Sonos One Speaker,official_victims_pdf
mirai-udpplain,Mirai-udpplain,Mirai,TP-Link Tapo Camera,official_victims_pdf
mirai-udpplain,Mirai-udpplain,Mirai,Teckin Light Strip,official_victims_pdf
mirai-udpplain,Mirai-udpplain,Mirai,Teckin Plug 1,official_victims_pdf
mirai-udpplain,Mirai-udpplain,Mirai,Teckin Plug 2,official_victims_pdf
mirai-udpplain,Mirai-udpplain,Mirai,Wyze Camera,official_victims_pdf
mirai-udpplain,Mirai-udpplain,Mirai,Yi Indoor 2 Camera,official_victims_pdf
mirai-udpplain,Mirai-udpplain,Mirai,Yi Indoor Camera,official_victims_pdf
mirai-udpplain,Mirai-udpplain,Mirai,Yi Outdoor Camera,official_victims_pdf
mirai-udpplain,Mirai-udpplain,Mirai,Yutron Plug 1,official_victims_pdf
mirai-udpplain,Mirai-udpplain,Mirai,Yutron Plug 2,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,AeoTec Smart Home Hub,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Amazon Alexa Echo Dot 1,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Amazon Echo Show,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Amazon Alexa Echo Spot,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,AMCREST WiFi Camera,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,DCS8000LHA1 D-Link Mini Camera,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Eufy HomeBase2,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Globe Lamp ESP_B1680C,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Google Nest Mini Speaker,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,GoSund Bulb,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Gosund Power strip (1),official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,GoSund Power strip (2),official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,GoSund Smart plug WP2 (1),official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,GoSund Smart Plug WP2 (2),official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,GoSund Smart plug WP2 (3),official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,GoSund Smart Plug WP3 (1),official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Gosund Smart Plug WP3 (2),official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,HeimVision Smart WiFi Camera,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Home Eye Camera,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,LampUX RGB,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Lumiman bulb,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Luohe Cam Dog,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Netatmo Camera,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Philips Hue Bridge,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Rbcior Camera,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,SmartThings Hub,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Sonos One Speaker,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,TP-Link Tapo Camera,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Teckin Light Strip,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Teckin Plug 1,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Teckin Plug 2,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Yutron Plug 1,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,Yutron Plug 2,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,HTTP Flood AMCREST WiFi Camera,official_victims_pdf
ddos-ack_fragmentation,DDoS-ACK_Fragmentation,DDoS,DCS8000LHA1 D-Link Mini Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,AeoTec Smart Home Hub,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Amazon Alexa Echo Dot 1,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Amazon Alexa Echo Dot 2,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Amazon Echo Show,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Amazon Alexa Echo Spot,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Amazon Alexa Echo Studio,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Amazon Plug,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,AMCREST WiFi Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Arlo Base Station,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Arlo Q Indoor Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Borun/Sichuan-AI Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Cocoon Smart HVAC Fan,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,DCS8000LHA1 D-Link Mini Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Eufy HomeBase2,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Fibaro Home Center Lite,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Globe Lamp ESP_B1680C,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Nest Indoor Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Google Nest Mini Speaker,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,GoSund Bulb,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Gosund Power strip (1),official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,GoSund Power strip (2),official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,GoSund Smart plug WP2 (1),official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,GoSund Smart Plug WP2 (2),official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,GoSund Smart plug WP2 (3),official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,GoSund Smart Plug WP3 (1),official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Gosund Smart Plug WP3 (2),official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,harman kardon (Ampak Technology),official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,HeimVision Smart WiFi Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,HeimVision SmartLife Radio/Lamp,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Home Eye Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,LampUX RGB,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Levoit Air Purifier,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,LIFX Lightbulb,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Lumiman bulb,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Luohe Cam Dog,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Netatmo Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Philips Hue Bridge,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Rbcior Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Ring Base Station,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,SmartThings Hub,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Sonos One Speaker,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,TP-Link Tapo Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Teckin Light Strip,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Teckin Plug 1,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Teckin Plug 2,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Wemo smart plug 1 (Wemo id: Wemo.Mini.AD3),official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Wemo smart plug 2 (Wemo id: Wemo.Mini.4A3),official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Wyze Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Yi Indoor 2 Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Yi Indoor Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Yi Outdoor Camera,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Yutron Plug 1,official_victims_pdf
ddos-icmp_flood,DDoS-ICMP_Flood,DDoS,Yutron Plug 2,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,AeoTec Smart Home Hub,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Amazon Alexa Echo Dot 1,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Amazon Echo Show,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Amazon Alexa Echo Spot,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Amazon Alexa Echo Studio,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Amazon Plug,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,AMCREST WiFi Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Arlo Base Station,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Arlo Q Indoor Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Atomi Coffee Maker,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Borun/Sichuan-AI Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Cocoon Smart HVAC Fan,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,DCS8000LHA1 D-Link Mini Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Eufy HomeBase2,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Fibaro Home Center Lite,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Globe Lamp ESP_B1680C,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Nest Indoor Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Google Nest Mini Speaker,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,GoSund Bulb,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Gosund Power strip (1),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,GoSund Power strip (2),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,GoSund Smart plug WP2 (1),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,GoSund Smart Plug WP2 (2),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,GoSund Smart plug WP2 (3),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Gosund Smart Plug WP3 (2),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,GoSundSmartPlug WP3 (1),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,GoveeSmartHumidifier,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,HeimVision Smart WiFi Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,harman kardon (Ampak Technology),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,HeimVision SmartLife Radio/Lamp,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Home Eye Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,iRobot Roomba,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,LampUX RGB,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Levoit Air Purifier,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,LG Smart TV,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,LIFX Lightbulb,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Lumiman bulb,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Luohe Cam Dog,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Netatmo Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Netatmo Weather Station,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Philips Hue Bridge,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,RaspberryPi (DC:A6:32:C9:E6:F4),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,RaspberryPi (DC:A6:32:C9:E4:C6),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,RaspberryPi (DC:A6:32:C9:E5:02),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Rbcior Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Ring Base Station,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,SIMCAM 1S (AMPAKTec),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,SmartBoard,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,SmartThings Hub,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Sonos One Speaker,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,TP-Link Tapo Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Teckin Light Strip,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Teckin Plug 1,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Teckin Plug 2,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Wemo smart plug 2 (Wemo id: Wemo.Mini.4A3),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Wyze Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Yi Indoor 2 Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Yi Indoor Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Yi Outdoor Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Yutron Plug 1,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Yutron Plug 2,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,PSHACK Flood AeoTec Smart Home Hub,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Amazon Alexa Echo Dot 1,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Amazon Echo Show,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Amazon Alexa Echo Spot,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,AMCREST WiFi Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,DCS8000LHA1 D-Link Mini Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Eufy HomeBase2,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Globe Lamp ESP_B1680C,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Google Nest Mini Speaker,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,GoSund Bulb,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Gosund Power strip (1),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,GoSund Power strip (2),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,GoSund Smart plug WP2 (1),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,GoSund Smart Plug WP2 (2),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,GoSund Smart plug WP2 (3),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,GoSund Smart Plug WP3 (1),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Gosund Smart Plug WP3 (2),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,HeimVision Smart WiFi Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,HeimVision SmartLife Radio/Lamp,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Home Eye Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,LampUX RGB,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Lumiman bulb,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Luohe Cam Dog,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Netatmo Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Philips Hue Bridge,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Rbcior Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,SIMCAM 1S (AMPAKTec),official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,SmartThings Hub,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Sonos One Speaker,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,TP-Link Tapo Camera,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Teckin Light Strip,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Teckin Plug 1,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Teckin Plug 2,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Yutron Plug 1,official_victims_pdf
ddos-icmp_fragmentation,DDoS-ICMP_Fragmentation,DDoS,Yutron Plug 2,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,AeoTec Smart Home Hub,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Amazon Alexa Echo Dot 1,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Amazon Echo Show,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Amazon Alexa Echo Spot,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,AMCREST WiFi Camera,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,DCS8000LHA1 D-Link Mini Camera,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Eufy HomeBase2,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Globe Lamp ESP_B1680C,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Google Nest Mini Speaker,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,GoSund Bulb,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Gosund Power strip (1),official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,GoSund Power strip (2),official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,GoSund Smart plug WP2 (1),official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,GoSund Smart Plug WP2 (2),official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,GoSund Smart plug WP2 (3),official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,GoSund Smart Plug WP3 (1),official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Gosund Smart Plug WP3 (2),official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,HeimVision Smart WiFi Camera,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Home Eye Camera,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,LampUX RGB,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Lumiman bulb,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Luohe Cam Dog,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Netatmo Camera,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Philips Hue Bridge,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Rbcior Camera,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,SmartThings Hub,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Sonos One Speaker,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,TP-Link Tapo Camera,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Teckin Light Strip,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Teckin Plug 1,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Teckin Plug 2,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Yutron Plug 1,official_victims_pdf
ddos-rstfinflood,DDoS-RSTFINFlood,DDoS,Yutron Plug 2,official_victims_pdf
ddos-slowloris,DDoS-SlowLoris,DDoS,AMCREST WiFi Camera,official_victims_pdf
ddos-slowloris,DDoS-SlowLoris,DDoS,DCS8000LHA1 D-Link Mini Camera,official_victims_pdf
ddos-slowloris,DDoS-SlowLoris,DDoS,Eufy HomeBase2,official_victims_pdf
ddos-slowloris,DDoS-SlowLoris,DDoS,Google Nest Mini Speaker,official_victims_pdf
ddos-slowloris,DDoS-SlowLoris,DDoS,HeimVision Smart WiFi Camera,official_victims_pdf
ddos-slowloris,DDoS-SlowLoris,DDoS,harman kardon (Ampak Technology),official_victims_pdf
ddos-slowloris,DDoS-SlowLoris,DDoS,LIFX Lightbulb,official_victims_pdf
ddos-slowloris,DDoS-SlowLoris,DDoS,Netatmo Camera,official_victims_pdf
ddos-slowloris,DDoS-SlowLoris,DDoS,Philips Hue Bridge,official_victims_pdf
ddos-slowloris,DDoS-SlowLoris,DDoS,RaspberryPi (DC:A6:32:C9:E6:F4),official_victims_pdf
ddos-slowloris,DDoS-SlowLoris,DDoS,RaspberryPi (DC:A6:32:C9:E4:C6),official_victims_pdf
ddos-slowloris,DDoS-SlowLoris,DDoS,RaspberryPi (DC:A6:32:C9:E5:02),official_victims_pdf
ddos-slowloris,DDoS-SlowLoris,DDoS,TP-Link Tapo Camera,official_victims_pdf
ddos-synonymousip_flood,DDoS-SynonymousIP_Flood,DDoS,AeoTec Smart Home Hub,official_victims_pdf
ddos-synonymousip_flood,DDoS-SynonymousIP_Flood,DDoS,Amazon Alexa Echo Dot 1,official_victims_pdf
ddos-synonymousip_flood,DDoS-SynonymousIP_Flood,DDoS,Amazon Echo Show,official_victims_pdf
ddos-synonymousip_flood,DDoS-SynonymousIP_Flood,DDoS,Amazon Alexa Echo Spot,official_victims_pdf
ddos-synonymousip_flood,DDoS-SynonymousIP_Flood,DDoS,AMCREST WiFi Camera,official_victims_pdf
ddos-synonymousip_flood,DDoS-SynonymousIP_Flood,DDoS,DCS8000LHA1 D-Link Mini Camera,official_victims_pdf
ddos-synonymousip_flood,DDoS-SynonymousIP_Flood,DDoS,Eufy HomeBase2,official_victims_pdf
ddos-synonymousip_flood,DDoS-SynonymousIP_Flood,DDoS,Globe Lamp ESP_B1680C,official_victims_pdf
ddos-synonymousip_flood,DDoS-SynonymousIP_Flood,DDoS,Google Nest Mini Speaker,official_victims_pdf
ddos-synonymousip_flood,DDoS-SynonymousIP_Flood,DDoS,GoSund Bulb,official_victims_pdf
ddos-synonymousip_flood,DDoS-SynonymousIP_Flood,DDoS,Gosund Power strip (1),official_victims_pdf
ddos-synonymousip_flood,DDoS-SynonymousIP_Flood,DDoS,GoSund Power strip (2),official_victims_pdf
