question_id,gqm_ref,framework,standard_id,question_type,metric_id,evidence_kind,question_text,status
GQM-ISO-089-EVID-01,GQM-ISO-089,ISO27001:2022,A.8.30,evidence_first,,SecureDevelopmentEvidence,"What traceable evidence demonstrates that the outcome/control 'A.8.30 - Outsourced Development' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-090-EVID-01,GQM-ISO-090,ISO27001:2022,A.8.31,evidence_first,,SecureDevelopmentEvidence,"What traceable evidence demonstrates that the outcome/control 'A.8.31 - Separation of Development, Test and Production Environments' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-091-EVID-01,GQM-ISO-091,ISO27001:2022,A.8.32,evidence_first,,PlatformConfigurationEvidence,"What traceable evidence demonstrates that the outcome/control 'A.8.32 - Change Management' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-092-EVID-01,GQM-ISO-092,ISO27001:2022,A.8.33,evidence_first,,PrivacyDataProtectionEvidence,"What traceable evidence demonstrates that the outcome/control 'A.8.33 - Test Information' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-093-EVID-01,GQM-ISO-093,ISO27001:2022,A.8.34,evidence_first,,ComplianceAuditEvidence,"What traceable evidence demonstrates that the outcome/control 'A.8.34 - Protection of Information Systems During Audit Testing' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-063-EVID-01,GQM-ISO-063,ISO27001:2022,A.8.4,evidence_first,,IdentityAccessEvidence,"What traceable evidence demonstrates that the outcome/control 'A.8.4 - Access to Source Code' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-064-EVID-01,GQM-ISO-064,ISO27001:2022,A.8.5,evidence_first,,IdentityAccessEvidence,"What traceable evidence demonstrates that the outcome/control 'A.8.5 - Secure Authentication' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-065-EVID-01,GQM-ISO-065,ISO27001:2022,A.8.6,evidence_first,,ContinuityResilienceEvidence,"What traceable evidence demonstrates that the outcome/control 'A.8.6 - Capacity Management' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-066-EVID-01,GQM-ISO-066,ISO27001:2022,A.8.7,evidence_first,,PlatformConfigurationEvidence,"What traceable evidence demonstrates that the outcome/control 'A.8.7 - Protection Against Malware' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-067-EVID-01,GQM-ISO-067,ISO27001:2022,A.8.8,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'A.8.8 - Management of Technical Vulnerabilities' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-067-MET-01,GQM-ISO-067,ISO27001:2022,A.8.8,metric_specific,EP_EXPLOIT,RiskAssessmentEvidence,"For vulnerabilities or threats directly relevant to A.8.8 - Management of Technical Vulnerabilities, what CVSS-based exploitability evidence is available, and what provenance supports the score?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-ISO-068-EVID-01,GQM-ISO-068,ISO27001:2022,A.8.9,evidence_first,,PlatformConfigurationEvidence,"What traceable evidence demonstrates that the outcome/control 'A.8.9 - Configuration Management' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-080-EVID-01,GQM-CSF-080,NIST-CSF-2.0,DE.AE-02,evidence_first,,MonitoringDetectionEvidence,"What traceable evidence demonstrates that the outcome/control 'DE.AE-02 - Potentially adverse events are analyzed to better understand associated activities' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-080-MET-01,GQM-CSF-080,NIST-CSF-2.0,DE.AE-02,metric_specific,AUROC,MonitoringDetectionEvidence,"When a scorer is explicitly used as evidence for DE.AE-02 - Potentially adverse events are analyzed to better understand associated activities, what AUROC characterizes ranking performance and on which evaluation set?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-080-MET-02,GQM-CSF-080,NIST-CSF-2.0,DE.AE-02,metric_specific,CAL_BRIER,MonitoringDetectionEvidence,"When a probabilistic scorer is explicitly used as evidence for DE.AE-02 - Potentially adverse events are analyzed to better understand associated activities, what Brier score characterizes calibration on the declared evaluation set?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-080-MET-03,GQM-CSF-080,NIST-CSF-2.0,DE.AE-02,metric_specific,DR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.AE-02 - Potentially adverse events are analyzed to better understand associated activities, what detection rate is observed at the declared operating point, and on which evaluation set?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-080-MET-04,GQM-CSF-080,NIST-CSF-2.0,DE.AE-02,metric_specific,EP_FREQ,MonitoringDetectionEvidence,"For monitored events directly relevant to DE.AE-02 - Potentially adverse events are analyzed to better understand associated activities, what event frequency is observed over the declared measurement window, and what provenance identifies the source and window?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-080-MET-05,GQM-CSF-080,NIST-CSF-2.0,DE.AE-02,metric_specific,FPR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.AE-02 - Potentially adverse events are analyzed to better understand associated activities, what false-positive rate is observed at the same operating point, including benign-sample counts?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-080-MET-06,GQM-CSF-080,NIST-CSF-2.0,DE.AE-02,metric_specific,PR_AUC,MonitoringDetectionEvidence,"When a scorer is explicitly used as evidence for DE.AE-02 - Potentially adverse events are analyzed to better understand associated activities, what precision-recall AUC is observed under the declared class prevalence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-081-EVID-01,GQM-CSF-081,NIST-CSF-2.0,DE.AE-03,evidence_first,,MonitoringDetectionEvidence,"What traceable evidence demonstrates that the outcome/control 'DE.AE-03 - Information is correlated from multiple sources' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-081-MET-01,GQM-CSF-081,NIST-CSF-2.0,DE.AE-03,metric_specific,AUROC,MonitoringDetectionEvidence,"When a scorer is explicitly used as evidence for DE.AE-03 - Information is correlated from multiple sources, what AUROC characterizes ranking performance and on which evaluation set?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-081-MET-02,GQM-CSF-081,NIST-CSF-2.0,DE.AE-03,metric_specific,CAL_BRIER,MonitoringDetectionEvidence,"When a probabilistic scorer is explicitly used as evidence for DE.AE-03 - Information is correlated from multiple sources, what Brier score characterizes calibration on the declared evaluation set?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-081-MET-03,GQM-CSF-081,NIST-CSF-2.0,DE.AE-03,metric_specific,EP_FREQ,MonitoringDetectionEvidence,"For monitored events directly relevant to DE.AE-03 - Information is correlated from multiple sources, what event frequency is observed over the declared measurement window, and what provenance identifies the source and window?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-081-MET-04,GQM-CSF-081,NIST-CSF-2.0,DE.AE-03,metric_specific,PR_AUC,MonitoringDetectionEvidence,"When a scorer is explicitly used as evidence for DE.AE-03 - Information is correlated from multiple sources, what precision-recall AUC is observed under the declared class prevalence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-082-EVID-01,GQM-CSF-082,NIST-CSF-2.0,DE.AE-04,evidence_first,,MonitoringDetectionEvidence,"What traceable evidence demonstrates that the outcome/control 'DE.AE-04 - The estimated impact and scope of adverse events are understood' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-082-MET-01,GQM-CSF-082,NIST-CSF-2.0,DE.AE-04,metric_specific,DR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.AE-04 - The estimated impact and scope of adverse events are understood, what detection rate is observed at the declared operating point, and on which evaluation set?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-082-MET-02,GQM-CSF-082,NIST-CSF-2.0,DE.AE-04,metric_specific,EP_FREQ,MonitoringDetectionEvidence,"For monitored events directly relevant to DE.AE-04 - The estimated impact and scope of adverse events are understood, what event frequency is observed over the declared measurement window, and what provenance identifies the source and window?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-082-MET-03,GQM-CSF-082,NIST-CSF-2.0,DE.AE-04,metric_specific,FPR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.AE-04 - The estimated impact and scope of adverse events are understood, what false-positive rate is observed at the same operating point, including benign-sample counts?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-083-EVID-01,GQM-CSF-083,NIST-CSF-2.0,DE.AE-06,evidence_first,,MonitoringDetectionEvidence,"What traceable evidence demonstrates that the outcome/control 'DE.AE-06 - Information on adverse events is provided to authorized staff and tools' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-083-MET-02,GQM-CSF-083,NIST-CSF-2.0,DE.AE-06,metric_specific,EP_FREQ,MonitoringDetectionEvidence,"For monitored events directly relevant to DE.AE-06 - Information on adverse events is provided to authorized staff and tools, what event frequency is observed over the declared measurement window, and what provenance identifies the source and window?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-084-EVID-01,GQM-CSF-084,NIST-CSF-2.0,DE.AE-07,evidence_first,,MonitoringDetectionEvidence,"What traceable evidence demonstrates that the outcome/control 'DE.AE-07 - Cyber threat intelligence and other contextual information are integrated into the analysis' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-084-MET-01,GQM-CSF-084,NIST-CSF-2.0,DE.AE-07,metric_specific,AUROC,MonitoringDetectionEvidence,"When a scorer is explicitly used as evidence for DE.AE-07 - Cyber threat intelligence and other contextual information are integrated into the analysis, what AUROC characterizes ranking performance and on which evaluation set?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-084-MET-02,GQM-CSF-084,NIST-CSF-2.0,DE.AE-07,metric_specific,CAL_BRIER,MonitoringDetectionEvidence,"When a probabilistic scorer is explicitly used as evidence for DE.AE-07 - Cyber threat intelligence and other contextual information are integrated into the analysis, what Brier score characterizes calibration on the declared evaluation set?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-084-MET-03,GQM-CSF-084,NIST-CSF-2.0,DE.AE-07,metric_specific,EP_FREQ,MonitoringDetectionEvidence,"For monitored events directly relevant to DE.AE-07 - Cyber threat intelligence and other contextual information are integrated into the analysis, what event frequency is observed over the declared measurement window, and what provenance identifies the source and window?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-084-MET-04,GQM-CSF-084,NIST-CSF-2.0,DE.AE-07,metric_specific,PR_AUC,MonitoringDetectionEvidence,"When a scorer is explicitly used as evidence for DE.AE-07 - Cyber threat intelligence and other contextual information are integrated into the analysis, what precision-recall AUC is observed under the declared class prevalence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-085-EVID-01,GQM-CSF-085,NIST-CSF-2.0,DE.AE-08,evidence_first,,IncidentResponseEvidence,"What traceable evidence demonstrates that the outcome/control 'DE.AE-08 - Incidents are declared when adverse events meet the defined incident criteria' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-075-EVID-01,GQM-CSF-075,NIST-CSF-2.0,DE.CM-01,evidence_first,,MonitoringDetectionEvidence,"What traceable evidence demonstrates that the outcome/control 'DE.CM-01 - Networks and network services are monitored to find potentially adverse events' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-075-MET-01,GQM-CSF-075,NIST-CSF-2.0,DE.CM-01,metric_specific,DR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.CM-01 - Networks and network services are monitored to find potentially adverse events, what detection rate is observed at the declared operating point, and on which evaluation set?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-075-MET-02,GQM-CSF-075,NIST-CSF-2.0,DE.CM-01,metric_specific,EP_FREQ,MonitoringDetectionEvidence,"For monitored events directly relevant to DE.CM-01 - Networks and network services are monitored to find potentially adverse events, what event frequency is observed over the declared measurement window, and what provenance identifies the source and window?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-075-MET-03,GQM-CSF-075,NIST-CSF-2.0,DE.CM-01,metric_specific,FPR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.CM-01 - Networks and network services are monitored to find potentially adverse events, what false-positive rate is observed at the same operating point, including benign-sample counts?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-076-EVID-01,GQM-CSF-076,NIST-CSF-2.0,DE.CM-02,evidence_first,,MonitoringDetectionEvidence,"What traceable evidence demonstrates that the outcome/control 'DE.CM-02 - The physical environment is monitored to find potentially adverse events' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-076-MET-01,GQM-CSF-076,NIST-CSF-2.0,DE.CM-02,metric_specific,DR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.CM-02 - The physical environment is monitored to find potentially adverse events, what detection rate is observed at the declared operating point, and on which evaluation set?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-076-MET-02,GQM-CSF-076,NIST-CSF-2.0,DE.CM-02,metric_specific,EP_FREQ,MonitoringDetectionEvidence,"For monitored events directly relevant to DE.CM-02 - The physical environment is monitored to find potentially adverse events, what event frequency is observed over the declared measurement window, and what provenance identifies the source and window?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-076-MET-03,GQM-CSF-076,NIST-CSF-2.0,DE.CM-02,metric_specific,FPR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.CM-02 - The physical environment is monitored to find potentially adverse events, what false-positive rate is observed at the same operating point, including benign-sample counts?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-077-EVID-01,GQM-CSF-077,NIST-CSF-2.0,DE.CM-03,evidence_first,,MonitoringDetectionEvidence,"What traceable evidence demonstrates that the outcome/control 'DE.CM-03 - Personnel activity and technology usage are monitored to find potentially adverse events' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-077-MET-01,GQM-CSF-077,NIST-CSF-2.0,DE.CM-03,metric_specific,DR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.CM-03 - Personnel activity and technology usage are monitored to find potentially adverse events, what detection rate is observed at the declared operating point, and on which evaluation set?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-077-MET-02,GQM-CSF-077,NIST-CSF-2.0,DE.CM-03,metric_specific,EP_FREQ,MonitoringDetectionEvidence,"For monitored events directly relevant to DE.CM-03 - Personnel activity and technology usage are monitored to find potentially adverse events, what event frequency is observed over the declared measurement window, and what provenance identifies the source and window?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-077-MET-03,GQM-CSF-077,NIST-CSF-2.0,DE.CM-03,metric_specific,FPR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.CM-03 - Personnel activity and technology usage are monitored to find potentially adverse events, what false-positive rate is observed at the same operating point, including benign-sample counts?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-078-EVID-01,GQM-CSF-078,NIST-CSF-2.0,DE.CM-06,evidence_first,,MonitoringDetectionEvidence,"What traceable evidence demonstrates that the outcome/control 'DE.CM-06 - External service provider activities and services are monitored to find potentially adverse events' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-078-MET-01,GQM-CSF-078,NIST-CSF-2.0,DE.CM-06,metric_specific,DR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.CM-06 - External service provider activities and services are monitored to find potentially adverse events, what detection rate is observed at the declared operating point, and on which evaluation set?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-078-MET-02,GQM-CSF-078,NIST-CSF-2.0,DE.CM-06,metric_specific,EP_FREQ,MonitoringDetectionEvidence,"For monitored events directly relevant to DE.CM-06 - External service provider activities and services are monitored to find potentially adverse events, what event frequency is observed over the declared measurement window, and what provenance identifies the source and window?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-078-MET-03,GQM-CSF-078,NIST-CSF-2.0,DE.CM-06,metric_specific,FPR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.CM-06 - External service provider activities and services are monitored to find potentially adverse events, what false-positive rate is observed at the same operating point, including benign-sample counts?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-079-EVID-01,GQM-CSF-079,NIST-CSF-2.0,DE.CM-09,evidence_first,,MonitoringDetectionEvidence,"What traceable evidence demonstrates that the outcome/control 'DE.CM-09 - Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-079-MET-01,GQM-CSF-079,NIST-CSF-2.0,DE.CM-09,metric_specific,DR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.CM-09 - Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events, what detection rate is observed at the declared operating point, and on which evaluation set?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-079-MET-02,GQM-CSF-079,NIST-CSF-2.0,DE.CM-09,metric_specific,EP_FREQ,MonitoringDetectionEvidence,"For monitored events directly relevant to DE.CM-09 - Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events, what event frequency is observed over the declared measurement window, and what provenance identifies the source and window?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-079-MET-03,GQM-CSF-079,NIST-CSF-2.0,DE.CM-09,metric_specific,FPR,MonitoringDetectionEvidence,"When a detector is explicitly used as evidence for DE.CM-09 - Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events, what false-positive rate is observed at the same operating point, including benign-sample counts?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-001-EVID-01,GQM-CSF-001,NIST-CSF-2.0,GV.OC-01,evidence_first,,GovernanceDecisionEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.OC-01 - The organizational mission is understood and informs cybersecurity risk management' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-002-EVID-01,GQM-CSF-002,NIST-CSF-2.0,GV.OC-02,evidence_first,,GovernanceDecisionEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.OC-02 - Internal and external stakeholders are understood, and their needs and expectations regarding cybersecurity risk management are understood and considered' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-003-EVID-01,GQM-CSF-003,NIST-CSF-2.0,GV.OC-03,evidence_first,,GovernanceDecisionEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.OC-03 - Legal, regulatory, and contractual requirements regarding cybersecurity - including privacy and civil liberties obligations - are understood and managed' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-004-EVID-01,GQM-CSF-004,NIST-CSF-2.0,GV.OC-04,evidence_first,,GovernanceDecisionEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.OC-04 - Critical objectives, capabilities, and services that external stakeholders depend on or expect from the organization are understood and communicated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-005-EVID-01,GQM-CSF-005,NIST-CSF-2.0,GV.OC-05,evidence_first,,GovernanceDecisionEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.OC-05 - Outcomes, capabilities, and services that the organization depends on are understood and communicated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-019-EVID-01,GQM-CSF-019,NIST-CSF-2.0,GV.OV-01,evidence_first,,ComplianceAuditEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.OV-01 - Cybersecurity risk management strategy outcomes are reviewed to inform and adjust strategy and direction' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-020-EVID-01,GQM-CSF-020,NIST-CSF-2.0,GV.OV-02,evidence_first,,ComplianceAuditEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.OV-02 - The cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-021-EVID-01,GQM-CSF-021,NIST-CSF-2.0,GV.OV-03,evidence_first,,ComplianceAuditEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.OV-03 - Organizational cybersecurity risk management performance is evaluated and reviewed for adjustments needed' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-017-EVID-01,GQM-CSF-017,NIST-CSF-2.0,GV.PO-01,evidence_first,,PolicyProcedureEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.PO-01 - Policy for managing cybersecurity risks is established based on organizational context, cybersecurity strategy, and priorities and is communicated and enforced' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-018-EVID-01,GQM-CSF-018,NIST-CSF-2.0,GV.PO-02,evidence_first,,PolicyProcedureEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.PO-02 - Policy for managing cybersecurity risks is reviewed, updated, communicated, and enforced to reflect changes in requirements, threats, technology, and organizational mission' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-006-EVID-01,GQM-CSF-006,NIST-CSF-2.0,GV.RM-01,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.RM-01 - Risk management objectives are established and agreed to by organizational stakeholders' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-007-EVID-01,GQM-CSF-007,NIST-CSF-2.0,GV.RM-02,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.RM-02 - Risk appetite and risk tolerance statements are established, communicated, and maintained' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-008-EVID-01,GQM-CSF-008,NIST-CSF-2.0,GV.RM-03,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.RM-03 - Cybersecurity risk management activities and outcomes are included in enterprise risk management processes' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-009-EVID-01,GQM-CSF-009,NIST-CSF-2.0,GV.RM-04,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.RM-04 - Strategic direction that describes appropriate risk response options is established and communicated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-009-MET-01,GQM-CSF-009,NIST-CSF-2.0,GV.RM-04,metric_specific,RRL_PORTFOLIO,RiskAssessmentEvidence,"For risk treatments directly relevant to GV.RM-04 - Strategic direction that describes appropriate risk response options is established and communicated, what risk-reduction level is observed and what baseline/after-treatment evidence supports it?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-010-EVID-01,GQM-CSF-010,NIST-CSF-2.0,GV.RM-05,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.RM-05 - Lines of communication across the organization are established for cybersecurity risks, including risks from suppliers and other third parties' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-011-EVID-01,GQM-CSF-011,NIST-CSF-2.0,GV.RM-06,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.RM-06 - A standardized method for calculating, documenting, categorizing, and prioritizing cybersecurity risks is established and communicated' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-012-EVID-01,GQM-CSF-012,NIST-CSF-2.0,GV.RM-07,evidence_first,,RiskAssessmentEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.RM-07 - Strategic opportunities (i.e., positive risks) are characterized and are included in organizational cybersecurity risk discussions' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-013-EVID-01,GQM-CSF-013,NIST-CSF-2.0,GV.RR-01,evidence_first,,GovernanceDecisionEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.RR-01 - Organizational leadership is responsible and accountable for cybersecurity risk and fosters a culture that is risk-aware, ethical, and continually improving' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-014-EVID-01,GQM-CSF-014,NIST-CSF-2.0,GV.RR-02,evidence_first,,GovernanceDecisionEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.RR-02 - Roles, responsibilities, and authorities related to cybersecurity risk management are established, communicated, understood, and enforced' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-015-EVID-01,GQM-CSF-015,NIST-CSF-2.0,GV.RR-03,evidence_first,,GovernanceDecisionEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.RR-03 - Adequate resources are allocated commensurate with the cybersecurity risk strategy, roles, responsibilities, and policies' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-016-EVID-01,GQM-CSF-016,NIST-CSF-2.0,GV.RR-04,evidence_first,,PersonnelSecurityEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.RR-04 - Cybersecurity is included in human resources practices' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-022-EVID-01,GQM-CSF-022,NIST-CSF-2.0,GV.SC-01,evidence_first,,SupplierThirdPartyEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.SC-01 - A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
GQM-CSF-023-EVID-01,GQM-CSF-023,NIST-CSF-2.0,GV.SC-02,evidence_first,,SupplierThirdPartyEvidence,"What traceable evidence demonstrates that the outcome/control 'GV.SC-02 - Cybersecurity roles and responsibilities for suppliers, customers, and partners are established, communicated, and coordinated internally and externally' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",R1_FINAL_POST_ADJUDICATION_MAPPING
