framework,id,title,gqm_ref,linked_ids,uml_class,metric_ids,evidence_kind,proposed_uml_anchor,recommended_metric_ids,metric_repair_action,olir_exact_set,R1_Count,OLIR218_Count,Overlap_Count,semantic_review_status,evidence_question,independent_review_sampled,final_review_decision,final_metric_fit,final_uml_fit,final_crosswalk_fit,final_review_action,post_review_implementation_status,post_review_note
ISO27001:2022,A.6.4,Disciplinary Process,GQM-ISO-041,GV.RR-04,HumanFactorMetric,HF_AWARENESS;DR,PersonnelSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.6.4 - Disciplinary Process' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.6.5,Responsibilities After Termination or Change of Employment,GQM-ISO-042,GV.RR-04;PR.DS-01;PR.DS-02,HumanFactorMetric,HF_AWARENESS;DR,PersonnelSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,3,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.6.5 - Responsibilities After Termination or Change of Employment' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.6.6,Confidentiality or Non-Disclosure Agreements,GQM-ISO-043,GV.RR-04,HumanFactorMetric,HF_AWARENESS;DR,PersonnelSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.6.6 - Confidentiality or Non-Disclosure Agreements' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.6.7,Remote Working,GQM-ISO-044,GV.RR-04,HumanFactorMetric,HF_AWARENESS;DR,PersonnelSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.6.7 - Remote Working' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.6.8,Information Security Event Reporting,GQM-ISO-045,GV.RR-04;RS.MA-02,HumanFactorMetric,HF_AWARENESS;DR,IncidentResponseEvidence,EvidenceRequirement,,remove_current_metrics,no,2,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.6.8 - Information Security Event Reporting' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.7.1,Physical Security Perimeters,GQM-ISO-046,PR.AA-06,ImpactLevel,IL_CIA;RRL_PORTFOLIO,PhysicalSecurityEvidence,EvidenceRequirement,,remove_current_metrics,yes,1,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.7.1 - Physical Security Perimeters' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.7.2,Physical Entry,GQM-ISO-047,PR.AA-06,ImpactLevel,IL_CIA;RRL_PORTFOLIO,PhysicalSecurityEvidence,EvidenceRequirement,,remove_current_metrics,yes,1,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.7.2 - Physical Entry' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.7.3,"Securing Offices, Rooms and Facilities",GQM-ISO-048,PR.AA-06,ImpactLevel,IL_CIA;RRL_PORTFOLIO,PhysicalSecurityEvidence,EvidenceRequirement,,remove_current_metrics,yes,1,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.7.3 - Securing Offices, Rooms and Facilities' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.7.4,Physical Security Monitoring,GQM-ISO-049,DE.CM-02;DE.CM-03;PR.AA-06,ImpactLevel,IL_CIA;RRL_PORTFOLIO,PhysicalSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,3,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.7.4 - Physical Security Monitoring' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.7.5,Protecting Against Physical and Environmental Threats,GQM-ISO-050,PR.IR-02,ImpactLevel,IL_CIA;RRL_PORTFOLIO,PhysicalSecurityEvidence,EvidenceRequirement,,remove_current_metrics,yes,1,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.7.5 - Protecting Against Physical and Environmental Threats' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.7.6,Working In Secure Areas,GQM-ISO-051,,ImpactLevel,IL_CIA;RRL_PORTFOLIO,PhysicalSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.7.6 - Working In Secure Areas' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.7.7,Clear Desk and Clear Screen,GQM-ISO-052,PR.DS-01,ImpactLevel,IL_CIA;RRL_PORTFOLIO,PhysicalSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.7.7 - Clear Desk and Clear Screen' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.7.8,Equipment Siting and Protection,GQM-ISO-053,,ImpactLevel,IL_CIA;RRL_PORTFOLIO,PhysicalSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.7.8 - Equipment Siting and Protection' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.7.9,Security of Assets Off-Premises,GQM-ISO-054,,ImpactLevel,IL_CIA;RRL_PORTFOLIO,PhysicalSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.7.9 - Security of Assets Off-Premises' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.7.10,Storage Media,GQM-ISO-055,ID.AM-08;PR.DS-01;PR.PS-03,ImpactLevel,IL_CIA;RRL_PORTFOLIO,PrivacyDataProtectionEvidence,EvidenceRequirement,,remove_current_metrics,no,3,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.7.10 - Storage Media' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.7.11,Supporting Utilities,GQM-ISO-056,,ImpactLevel,IL_CIA;RRL_PORTFOLIO,ContinuityResilienceEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.7.11 - Supporting Utilities' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.7.12,Cabling Security,GQM-ISO-057,PR.AA-06,ImpactLevel,IL_CIA;RRL_PORTFOLIO,PhysicalSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.7.12 - Cabling Security' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.7.13,Equipment Maintenance,GQM-ISO-058,ID.AM-08;PR.PS-03,ImpactLevel,IL_CIA;RRL_PORTFOLIO,PhysicalSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,2,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.7.13 - Equipment Maintenance' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.7.14,Secure Disposal or Re-Use of Equipment,GQM-ISO-059,ID.AM-08,ImpactLevel,IL_CIA;RRL_PORTFOLIO,AssetInventoryEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.7.14 - Secure Disposal or Re-Use of Equipment' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.1,User Endpoint Devices,GQM-ISO-060,,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,PlatformConfigurationEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.1 - User Endpoint Devices' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.2,Privileged Access Rights,GQM-ISO-061,PR.AA-01;PR.AA-02;PR.AA-05;PR.DS-01;PR.DS-02;PR.DS-10,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,IdentityAccessEvidence,EvidenceRequirement,,remove_current_metrics,no,6,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.8.2 - Privileged Access Rights' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.8.3,Information Access Restriction,GQM-ISO-062,PR.AA-02;PR.AA-05;PR.DS-01;PR.DS-02;PR.DS-10,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,IdentityAccessEvidence,EvidenceRequirement,,remove_current_metrics,no,5,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.8.3 - Information Access Restriction' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.8.4,Access to Source Code,GQM-ISO-063,PR.AA-05;PR.DS-01;PR.DS-02;PR.PS-06,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,IdentityAccessEvidence,EvidenceRequirement,,remove_current_metrics,no,4,1,1,INDEPENDENT_FRESH60_MINOR_REVISION,"What traceable evidence demonstrates that the outcome/control 'A.8.4 - Access to Source Code' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,minor_revision,yes,yes,partial,revise_crosswalk,HUMAN_DIRECTED_REPAIR_IMPLEMENTED,Added PR.AA-05 and PR.PS-06; removed PR.DS-10 per Step12K; retained PR.DS-01/02 as secondary protection boundaries.
ISO27001:2022,A.8.5,Secure Authentication,GQM-ISO-064,PR.AA-01;PR.AA-02;PR.AA-03;PR.AA-05,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,IdentityAccessEvidence,EvidenceRequirement,,remove_current_metrics,no,4,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.8.5 - Secure Authentication' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.8.6,Capacity Management,GQM-ISO-065,PR.IR-04,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,ContinuityResilienceEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.6 - Capacity Management' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.7,Protection Against Malware,GQM-ISO-066,PR.DS-01,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,PlatformConfigurationEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.7 - Protection Against Malware' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.8,Management of Technical Vulnerabilities,GQM-ISO-067,ID.RA-01;PR.DS-01,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,RiskAssessmentEvidence,EvidenceRequirement,EP_EXPLOIT,partial_replace,no,2,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.8 - Management of Technical Vulnerabilities' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.9,Configuration Management,GQM-ISO-068,PR.PS-01,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,PlatformConfigurationEvidence,EvidenceRequirement,,remove_current_metrics,yes,1,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.9 - Configuration Management' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.10,Information Deletion,GQM-ISO-069,,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,PrivacyDataProtectionEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.10 - Information Deletion' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.11,Data Masking,GQM-ISO-070,,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,PrivacyDataProtectionEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.11 - Data Masking' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.12,Data Leakage Prevention,GQM-ISO-071,,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,PrivacyDataProtectionEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.12 - Data Leakage Prevention' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.13,Information Backup,GQM-ISO-072,PR.DS-11;RC.RP-03;RC.RP-06,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,ContinuityResilienceEvidence,EvidenceRequirement,,remove_current_metrics,no,3,1,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.8.13 - Information Backup' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.8.14,Redundancy of Information Processing Facilities,GQM-ISO-073,PR.IR-03,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,ContinuityResilienceEvidence,EvidenceRequirement,,remove_current_metrics,yes,1,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.8.14 - Redundancy of Information Processing Facilities' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.8.15,Logging,GQM-ISO-074,DE.AE-03;PR.PS-04,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,MonitoringDetectionEvidence,EvidenceRequirement,EP_FREQ,replace,no,2,1,0,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.8.15 - Logging' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.8.16,Monitoring Activities,GQM-ISO-075,DE.AE-03;DE.CM-01;DE.CM-03;DE.CM-06;DE.CM-09;ID.RA-02;ID.RA-03,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,MonitoringDetectionEvidence,EvidenceRequirement,EP_FREQ;DR;FPR,partial_replace,no,7,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.8.16 - Monitoring Activities' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.8.17,Clock Synchronization,GQM-ISO-076,PR.DS-01;PR.DS-02;PR.PS-04,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,PlatformConfigurationEvidence,EvidenceRequirement,,remove_current_metrics,no,3,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.17 - Clock Synchronization' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.18,Use of Privileged Utility Programs,GQM-ISO-077,PR.AA-05,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,IdentityAccessEvidence,EvidenceRequirement,,remove_current_metrics,yes,1,1,1,INDEPENDENT_FRESH60_ACCEPT,"What traceable evidence demonstrates that the outcome/control 'A.8.18 - Use of Privileged Utility Programs' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",yes,accept,yes,yes,yes,retain,RETAINED_AFTER_INDEPENDENT_REVIEW,Independent fresh-60 final decision: accept; no semantic change required from the sampled row.
ISO27001:2022,A.8.19,Installation of Software on Operational Systems,GQM-ISO-078,PR.DS-01;PR.PS-05,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,PlatformConfigurationEvidence,EvidenceRequirement,,remove_current_metrics,no,2,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.19 - Installation of Software on Operational Systems' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.20,Network Security,GQM-ISO-079,ID.AM-03;PR.DS-02;PR.IR-01,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,NetworkSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,3,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.20 - Network Security' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.21,Security of Network Services,GQM-ISO-080,ID.AM-03;PR.IR-01,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,NetworkSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,2,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.21 - Security of Network Services' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.22,Segregation of Networks,GQM-ISO-081,ID.AM-03;PR.DS-01;PR.DS-02;PR.IR-01,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,NetworkSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,4,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.22 - Segregation of Networks' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.23,Web Filtering,GQM-ISO-082,,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,NetworkSecurityEvidence,EvidenceRequirement,,remove_current_metrics,no,0,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.23 - Web Filtering' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.24,Use of Cryptography,GQM-ISO-083,PR.DS-10,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,PrivacyDataProtectionEvidence,EvidenceRequirement,,remove_current_metrics,no,1,1,0,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.24 - Use of Cryptography' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
ISO27001:2022,A.8.25,Secure Development Life Cycle,GQM-ISO-084,PR.PS-06,EventPotential,EP_EXPLOIT;DR;FPR;AUROC,SecureDevelopmentEvidence,EvidenceRequirement,,remove_current_metrics,yes,1,1,1,NOT_IN_FRESH60_INDEPENDENT_SAMPLE,"What traceable evidence demonstrates that the outcome/control 'A.8.25 - Secure Development Life Cycle' is implemented or satisfied within the declared scope, and what provenance supports that evidence?",no,not_sampled,not_sampled,not_sampled,not_sampled,not_sampled,AUTHOR_QA_NOT_INDEPENDENTLY_SAMPLED,Not part of the fresh-60 independent semantic sample; structural/reciprocal updates may reflect human-directed changes from sampled endpoints.
